timestamp,intersection_id,phase_number,signal_state,duration_sec,control_mode
2026-04-20T10:48:32,INT-001,2,YELLOW ON,4,fixed
2026-04-20T10:48:36,INT-001,2,RED ON,3,fixed
2026-04-20T10:48:39,INT-001,3,GREEN ON,28,fixed
2026-04-20T10:49:07,INT-001,3,YELLOW ON,4,fixed
2026-04-20T10:49:11,INT-001,3,RED ON,3,fixed
2026-04-20T10:49:14,INT-001,4,GREEN ON,25,fixed
2026-04-20T10:49:39,INT-001,4,YELLOW ON,4,fixed
2026-04-20T10:49:43,INT-001,4,RED ON,3,fixed
2026-04-20T10:49:46,INT-001,1,GREEN ON,35,fixed
2026-04-20T10:50:21,INT-001,1,YELLOW ON,4,fixed
2026-04-20T10:50:25,INT-001,1,RED ON,3,fixed
2026-04-20T10:50:28,INT-001,2,GREEN ON,32,fixed
2026-04-20T10:51:00,INT-001,2,YELLOW ON,4,fixed
2026-04-20T10:51:04,INT-001,2,RED ON,3,fixed
2026-04-20T10:51:07,INT-001,3,GREEN ON,28,fixed
2026-04-20T10:51:35,INT-001,3,YELLOW ON,4,fixed
2026-04-20T10:51:39,INT-001,3,RED ON,3,fixed
2026-04-20T10:51:42,INT-001,4,GREEN ON,25,fixed
2026-04-20T10:52:07,INT-001,4,YELLOW ON,4,fixed
2026-04-20T10:52:11,INT-001,4,RED ON,3,fixed
2026-04-20T10:52:14,INT-001,1,GREEN ON,35,fixed
2026-04-20T10:52:49,INT-001,1,YELLOW ON,4,fixed
2026-04-20T10:52:53,INT-001,1,RED ON,3,fixed
2026-04-20T10:52:56,INT-001,2,GREEN ON,32,fixed
2026-04-20T10:53:28,INT-001,2,YELLOW ON,4,fixed
2026-04-20T10:53:32,INT-001,2,RED ON,3,fixed
2026-04-20T10:53:35,INT-001,3,GREEN ON,28,fixed
2026-04-20T10:54:03,INT-001,3,YELLOW ON,4,fixed
2026-04-20T10:54:07,INT-001,3,RED ON,3,fixed
2026-04-20T10:54:10,INT-001,4,GREEN ON,25,fixed
2026-04-20T10:54:35,INT-001,4,YELLOW ON,4,fixed
2026-04-20T10:54:39,INT-001,4,RED ON,3,fixed
2026-04-20T10:54:42,INT-001,1,GREEN ON,35,fixed
2026-04-20T10:55:17,INT-001,1,YELLOW ON,4,fixed
2026-04-20T10:55:21,INT-001,1,RED ON,3,fixed
2026-04-20T10:55:24,INT-001,2,GREEN ON,32,fixed
2026-04-20T10:55:56,INT-001,2,YELLOW ON,4,fixed
2026-04-20T10:56:00,INT-001,2,RED ON,3,fixed
2026-04-20T10:56:03,INT-001,3,GREEN ON,28,fixed
2026-04-20T10:56:31,INT-001,3,YELLOW ON,4,fixed
2026-04-20T10:56:35,INT-001,3,RED ON,3,fixed
2026-04-20T10:56:38,INT-001,4,GREEN ON,25,fixed
2026-04-20T10:57:03,INT-001,4,YELLOW ON,4,fixed
2026-04-20T10:57:07,INT-001,4,RED ON,3,fixed
2026-04-20T10:57:10,INT-001,1,GREEN ON,35,fixed
2026-04-20T10:57:45,INT-001,1,YELLOW ON,4,fixed
2026-04-20T10:57:49,INT-001,1,RED ON,3,fixed
2026-04-20T10:57:52,INT-001,2,GREEN ON,32,fixed
2026-04-20T10:58:24,INT-001,2,YELLOW ON,4,fixed
2026-04-20T10:58:28,INT-001,2,RED ON,3,fixed
2026-04-20T10:58:31,INT-001,3,GREEN ON,28,fixed
2026-04-20T10:58:59,INT-001,3,YELLOW ON,4,fixed
2026-04-20T10:59:03,INT-001,3,RED ON,3,fixed
2026-04-20T10:59:06,INT-001,4,GREEN ON,25,fixed
2026-04-20T10:59:31,INT-001,4,YELLOW ON,4,fixed
2026-04-20T10:59:35,INT-001,4,RED ON,3,fixed
2026-04-20T10:59:38,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:00:13,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:00:17,INT-001,1,RED ON,3,fixed
2026-04-20T11:00:20,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:00:52,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:00:56,INT-001,2,RED ON,3,fixed
2026-04-20T11:00:59,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:01:27,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:01:31,INT-001,3,RED ON,3,fixed
2026-04-20T11:01:34,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:01:59,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:02:03,INT-001,4,RED ON,3,fixed
2026-04-20T11:02:06,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:02:41,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:02:45,INT-001,1,RED ON,3,fixed
2026-04-20T11:02:48,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:03:20,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:03:24,INT-001,2,RED ON,3,fixed
2026-04-20T11:03:27,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:03:55,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:03:59,INT-001,3,RED ON,3,fixed
2026-04-20T11:04:02,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:04:27,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:04:31,INT-001,4,RED ON,3,fixed
2026-04-20T11:04:34,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:05:09,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:05:13,INT-001,1,RED ON,3,fixed
2026-04-20T11:05:16,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:05:48,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:05:52,INT-001,2,RED ON,3,fixed
2026-04-20T11:05:55,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:06:23,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:06:27,INT-001,3,RED ON,3,fixed
2026-04-20T11:06:30,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:06:55,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:06:59,INT-001,4,RED ON,3,fixed
2026-04-20T11:07:02,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:07:37,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:07:41,INT-001,1,RED ON,3,fixed
2026-04-20T11:07:44,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:08:16,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:08:20,INT-001,2,RED ON,3,fixed
2026-04-20T11:08:23,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:08:51,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:08:55,INT-001,3,RED ON,3,fixed
2026-04-20T11:08:58,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:09:23,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:09:27,INT-001,4,RED ON,3,fixed
2026-04-20T11:09:30,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:10:05,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:10:09,INT-001,1,RED ON,3,fixed
2026-04-20T11:10:12,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:10:44,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:10:48,INT-001,2,RED ON,3,fixed
2026-04-20T11:10:51,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:11:19,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:11:23,INT-001,3,RED ON,3,fixed
2026-04-20T11:11:26,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:11:51,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:11:55,INT-001,4,RED ON,3,fixed
2026-04-20T11:11:58,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:12:33,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:12:37,INT-001,1,RED ON,3,fixed
2026-04-20T11:12:40,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:13:12,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:13:16,INT-001,2,RED ON,3,fixed
2026-04-20T11:13:19,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:13:47,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:13:51,INT-001,3,RED ON,3,fixed
2026-04-20T11:13:54,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:14:19,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:14:23,INT-001,4,RED ON,3,fixed
2026-04-20T11:14:26,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:15:01,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:15:05,INT-001,1,RED ON,3,fixed
2026-04-20T11:15:08,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:15:40,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:15:44,INT-001,2,RED ON,3,fixed
2026-04-20T11:15:47,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:16:15,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:16:19,INT-001,3,RED ON,3,fixed
2026-04-20T11:16:22,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:16:47,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:16:51,INT-001,4,RED ON,3,fixed
2026-04-20T11:16:54,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:17:29,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:17:33,INT-001,1,RED ON,3,fixed
2026-04-20T11:17:36,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:18:08,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:18:12,INT-001,2,RED ON,3,fixed
2026-04-20T11:18:15,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:18:43,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:18:47,INT-001,3,RED ON,3,fixed
2026-04-20T11:18:50,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:19:15,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:19:19,INT-001,4,RED ON,3,fixed
2026-04-20T11:19:22,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:19:57,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:20:01,INT-001,1,RED ON,3,fixed
2026-04-20T11:20:04,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:20:36,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:20:40,INT-001,2,RED ON,3,fixed
2026-04-20T11:20:43,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:21:11,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:21:15,INT-001,3,RED ON,3,fixed
2026-04-20T11:21:18,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:21:43,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:21:47,INT-001,4,RED ON,3,fixed
2026-04-20T11:21:50,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:22:25,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:22:29,INT-001,1,RED ON,3,fixed
2026-04-20T11:22:32,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:23:04,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:23:08,INT-001,2,RED ON,3,fixed
2026-04-20T11:23:11,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:23:39,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:23:43,INT-001,3,RED ON,3,fixed
2026-04-20T11:23:46,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:24:11,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:24:15,INT-001,4,RED ON,3,fixed
2026-04-20T11:24:18,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:24:53,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:24:57,INT-001,1,RED ON,3,fixed
2026-04-20T11:25:00,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:25:32,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:25:36,INT-001,2,RED ON,3,fixed
2026-04-20T11:25:39,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:26:07,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:26:11,INT-001,3,RED ON,3,fixed
2026-04-20T11:26:14,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:26:39,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:26:43,INT-001,4,RED ON,3,fixed
2026-04-20T11:26:46,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:27:21,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:27:25,INT-001,1,RED ON,3,fixed
2026-04-20T11:27:28,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:28:00,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:28:04,INT-001,2,RED ON,3,fixed
2026-04-20T11:28:07,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:28:35,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:28:39,INT-001,3,RED ON,3,fixed
2026-04-20T11:28:42,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:29:07,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:29:11,INT-001,4,RED ON,3,fixed
2026-04-20T11:29:14,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:29:49,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:29:53,INT-001,1,RED ON,3,fixed
2026-04-20T11:29:56,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:30:28,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:30:32,INT-001,2,RED ON,3,fixed
2026-04-20T11:30:35,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:31:03,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:31:07,INT-001,3,RED ON,3,fixed
2026-04-20T11:31:10,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:31:35,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:31:39,INT-001,4,RED ON,3,fixed
2026-04-20T11:31:42,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:32:17,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:32:21,INT-001,1,RED ON,3,fixed
2026-04-20T11:32:24,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:32:56,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:33:00,INT-001,2,RED ON,3,fixed
2026-04-20T11:33:03,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:33:31,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:33:35,INT-001,3,RED ON,3,fixed
2026-04-20T11:33:38,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:34:03,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:34:07,INT-001,4,RED ON,3,fixed
2026-04-20T11:34:10,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:34:45,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:34:49,INT-001,1,RED ON,3,fixed
2026-04-20T11:34:52,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:35:24,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:35:28,INT-001,2,RED ON,3,fixed
2026-04-20T11:35:31,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:35:59,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:36:03,INT-001,3,RED ON,3,fixed
2026-04-20T11:36:06,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:36:31,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:36:35,INT-001,4,RED ON,3,fixed
2026-04-20T11:36:38,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:37:13,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:37:17,INT-001,1,RED ON,3,fixed
2026-04-20T11:37:20,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:37:52,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:37:56,INT-001,2,RED ON,3,fixed
2026-04-20T11:37:59,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:38:27,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:38:31,INT-001,3,RED ON,3,fixed
2026-04-20T11:38:34,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:38:59,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:39:03,INT-001,4,RED ON,3,fixed
2026-04-20T11:39:06,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:39:41,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:39:45,INT-001,1,RED ON,3,fixed
2026-04-20T11:39:48,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:40:20,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:40:24,INT-001,2,RED ON,3,fixed
2026-04-20T11:40:27,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:40:55,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:40:59,INT-001,3,RED ON,3,fixed
2026-04-20T11:41:02,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:41:27,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:41:31,INT-001,4,RED ON,3,fixed
2026-04-20T11:41:34,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:42:09,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:42:13,INT-001,1,RED ON,3,fixed
2026-04-20T11:42:16,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:42:48,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:42:52,INT-001,2,RED ON,3,fixed
2026-04-20T11:42:55,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:43:23,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:43:27,INT-001,3,RED ON,3,fixed
2026-04-20T11:43:30,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:43:55,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:43:59,INT-001,4,RED ON,3,fixed
2026-04-20T11:44:02,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:44:37,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:44:41,INT-001,1,RED ON,3,fixed
2026-04-20T11:44:44,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:45:16,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:45:20,INT-001,2,RED ON,3,fixed
2026-04-20T11:45:23,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:45:51,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:45:55,INT-001,3,RED ON,3,fixed
2026-04-20T11:45:58,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:46:23,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:46:27,INT-001,4,RED ON,3,fixed
2026-04-20T11:46:30,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:47:05,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:47:09,INT-001,1,RED ON,3,fixed
2026-04-20T11:47:12,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:47:44,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:47:48,INT-001,2,RED ON,3,fixed
2026-04-20T11:47:51,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:48:19,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:48:23,INT-001,3,RED ON,3,fixed
2026-04-20T11:48:26,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:48:51,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:48:55,INT-001,4,RED ON,3,fixed
2026-04-20T11:48:58,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:49:33,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:49:37,INT-001,1,RED ON,3,fixed
2026-04-20T11:49:40,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:50:12,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:50:16,INT-001,2,RED ON,3,fixed
2026-04-20T11:50:19,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:50:47,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:50:51,INT-001,3,RED ON,3,fixed
2026-04-20T11:50:54,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:51:19,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:51:23,INT-001,4,RED ON,3,fixed
2026-04-20T11:51:26,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:52:01,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:52:05,INT-001,1,RED ON,3,fixed
2026-04-20T11:52:08,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:52:40,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:52:44,INT-001,2,RED ON,3,fixed
2026-04-20T11:52:47,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:53:15,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:53:19,INT-001,3,RED ON,3,fixed
2026-04-20T11:53:22,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:53:47,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:53:51,INT-001,4,RED ON,3,fixed
2026-04-20T11:53:54,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:54:29,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:54:33,INT-001,1,RED ON,3,fixed
2026-04-20T11:54:36,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:55:08,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:55:12,INT-001,2,RED ON,3,fixed
2026-04-20T11:55:15,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:55:43,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:55:47,INT-001,3,RED ON,3,fixed
2026-04-20T11:55:50,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:56:15,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:56:19,INT-001,4,RED ON,3,fixed
2026-04-20T11:56:22,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:56:57,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:57:01,INT-001,1,RED ON,3,fixed
2026-04-20T11:57:04,INT-001,2,GREEN ON,32,fixed
2026-04-20T11:57:36,INT-001,2,YELLOW ON,4,fixed
2026-04-20T11:57:40,INT-001,2,RED ON,3,fixed
2026-04-20T11:57:43,INT-001,3,GREEN ON,28,fixed
2026-04-20T11:58:11,INT-001,3,YELLOW ON,4,fixed
2026-04-20T11:58:15,INT-001,3,RED ON,3,fixed
2026-04-20T11:58:18,INT-001,4,GREEN ON,25,fixed
2026-04-20T11:58:43,INT-001,4,YELLOW ON,4,fixed
2026-04-20T11:58:47,INT-001,4,RED ON,3,fixed
2026-04-20T11:58:50,INT-001,1,GREEN ON,35,fixed
2026-04-20T11:59:25,INT-001,1,YELLOW ON,4,fixed
2026-04-20T11:59:29,INT-001,1,RED ON,3,fixed
2026-04-20T11:59:32,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:00:04,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:00:08,INT-001,2,RED ON,3,fixed
2026-04-20T12:00:11,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:00:39,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:00:43,INT-001,3,RED ON,3,fixed
2026-04-20T12:00:46,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:01:11,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:01:15,INT-001,4,RED ON,3,fixed
2026-04-20T12:01:18,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:01:53,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:01:57,INT-001,1,RED ON,3,fixed
2026-04-20T12:02:00,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:02:32,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:02:36,INT-001,2,RED ON,3,fixed
2026-04-20T12:02:39,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:03:07,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:03:11,INT-001,3,RED ON,3,fixed
2026-04-20T12:03:14,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:03:39,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:03:43,INT-001,4,RED ON,3,fixed
2026-04-20T12:03:46,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:04:21,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:04:25,INT-001,1,RED ON,3,fixed
2026-04-20T12:04:28,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:05:00,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:05:04,INT-001,2,RED ON,3,fixed
2026-04-20T12:05:07,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:05:35,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:05:39,INT-001,3,RED ON,3,fixed
2026-04-20T12:05:42,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:06:07,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:06:11,INT-001,4,RED ON,3,fixed
2026-04-20T12:06:14,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:06:49,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:06:53,INT-001,1,RED ON,3,fixed
2026-04-20T12:06:56,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:07:28,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:07:32,INT-001,2,RED ON,3,fixed
2026-04-20T12:07:35,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:08:03,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:08:07,INT-001,3,RED ON,3,fixed
2026-04-20T12:08:10,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:08:35,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:08:39,INT-001,4,RED ON,3,fixed
2026-04-20T12:08:42,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:09:17,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:09:21,INT-001,1,RED ON,3,fixed
2026-04-20T12:09:24,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:09:56,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:10:00,INT-001,2,RED ON,3,fixed
2026-04-20T12:10:03,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:10:31,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:10:35,INT-001,3,RED ON,3,fixed
2026-04-20T12:10:38,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:11:03,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:11:07,INT-001,4,RED ON,3,fixed
2026-04-20T12:11:10,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:11:45,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:11:49,INT-001,1,RED ON,3,fixed
2026-04-20T12:11:52,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:12:24,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:12:28,INT-001,2,RED ON,3,fixed
2026-04-20T12:12:31,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:12:59,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:13:03,INT-001,3,RED ON,3,fixed
2026-04-20T12:13:06,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:13:31,INT-001,4,YELLOW ON,4,fixed
2026-04-20T12:13:35,INT-001,4,RED ON,3,fixed
2026-04-20T12:13:38,INT-001,1,GREEN ON,35,fixed
2026-04-20T12:14:13,INT-001,1,YELLOW ON,4,fixed
2026-04-20T12:14:17,INT-001,1,RED ON,3,fixed
2026-04-20T12:14:20,INT-001,2,GREEN ON,32,fixed
2026-04-20T12:14:52,INT-001,2,YELLOW ON,4,fixed
2026-04-20T12:14:56,INT-001,2,RED ON,3,fixed
2026-04-20T12:14:59,INT-001,3,GREEN ON,28,fixed
2026-04-20T12:15:27,INT-001,3,YELLOW ON,4,fixed
2026-04-20T12:15:31,INT-001,3,RED ON,3,fixed
2026-04-20T12:15:34,INT-001,4,GREEN ON,25,fixed
2026-04-20T12:15:59,INT-001,4,YELLOW ON,4,fixed
